Freq.	I(L1)/v(n001)
6.16595001861497e+002	(-8.13879489237173e+001dB,8.99922960961246e+001°)
6.23734835482435e+002	(-8.12879489239053e+001dB,8.99923616799994e+001°)
6.30957344480209e+002	(-8.11879489240350e+001dB,8.99924262514231e+001°)
6.38263486190565e+002	(-8.10879489241065e+001dB,8.99924898189547e+001°)
6.45654229034672e+002	(-8.09879489241198e+001dB,8.99925523910200e+001°)
6.53130552647489e+002	(-8.08879489240749e+001dB,8.99926139759127e+001°)
6.60693448007613e+002	(-8.07879489239718e+001dB,8.99926745817960e+001°)
6.68343917568631e+002	(-8.06879489238104e+001dB,8.99927342167031e+001°)
6.76082975391999e+002	(-8.05879489235907e+001dB,8.99927928885385e+001°)
6.83911647281447e+002	(-8.04879489233125e+001dB,8.99928506050790e+001°)
6.91830970918954e+002	(-8.03879489229758e+001dB,8.99929073739751e+001°)
6.99841996002291e+002	(-8.02879489225802e+001dB,8.99929632027512e+001°)
7.07945784384156e+002	(-8.01879489221256e+001dB,8.99930180988075e+001°)
7.16143410212920e+002	(-8.00879489216118e+001dB,8.99930720694204e+001°)
7.24435960075009e+002	(-7.99879489210385e+001dB,8.99931251217436e+001°)
7.32824533138923e+002	(-7.98879489204054e+001dB,8.99931772628092e+001°)
7.41310241300937e+002	(-7.97879489197121e+001dB,8.99932284995283e+001°)
7.49894209332475e+002	(-7.96879489189583e+001dB,8.99932788386924e+001°)
7.58577575029203e+002	(-7.95879489181436e+001dB,8.99933282869738e+001°)
7.67361489361839e+002	(-7.94879489172675e+001dB,8.99933768509270e+001°)
7.76247116628712e+002	(-7.93879489163296e+001dB,8.99934245369889e+001°)
7.85235634610092e+002	(-7.92879489153294e+001dB,8.99934713514802e+001°)
7.94328234724302e+002	(-7.91879489142664e+001dB,8.99935173006063e+001°)
8.03526122185638e+002	(-7.90879489131400e+001dB,8.99935623904577e+001°)
8.12830516164120e+002	(-7.89879489119495e+001dB,8.99936066270108e+001°)
8.22242649947093e+002	(-7.88879489106944e+001dB,8.99936500161293e+001°)
8.31763771102693e+002	(-7.87879489093741e+001dB,8.99936925635643e+001°)
8.41395141645217e+002	(-7.86879489079877e+001dB,8.99937342749554e+001°)
8.51138038202399e+002	(-7.85879489065346e+001dB,8.99937751558315e+001°)
8.60993752184624e+002	(-7.84879489050140e+001dB,8.99938152116112e+001°)
8.70963589956104e+002	(-7.83879489034250e+001dB,8.99938544476039e+001°)
8.81048873008038e+002	(-7.82879489017669e+001dB,8.99938928690103e+001°)
8.91250938133769e+002	(-7.81879489000388e+001dB,8.99939304809231e+001°)
9.01571137605981e+002	(-7.80879488982397e+001dB,8.99939672883277e+001°)
9.12010839355934e+002	(-7.79879488963688e+001dB,8.99940032961028e+001°)
9.22571427154788e+002	(-7.78879488944249e+001dB,8.99940385090214e+001°)
9.33254300797016e+002	(-7.77879488924071e+001dB,8.99940729317508e+001°)
9.44060876285949e+002	(-7.76879488903143e+001dB,8.99941065688537e+001°)
9.54992586021462e+002	(-7.75879488881454e+001dB,8.99941394247887e+001°)
9.66050878989840e+002	(-7.74879488858993e+001dB,8.99941715039107e+001°)
9.77237220955838e+002	(-7.73879488835747e+001dB,8.99942028104719e+001°)
9.88553094656966e+002	(-7.72879488811704e+001dB,8.99942333486219e+001°)
1.00000000000003e+003	(-7.71879488786852e+001dB,8.99942631224085e+001°)
1.01157945425993e+003	(-7.70879488761177e+001dB,8.99942921357782e+001°)
1.02329299228078e+003	(-7.69879488734665e+001dB,8.99943203925766e+001°)
1.03514216667937e+003	(-7.68879488707304e+001dB,8.99943478965492e+001°)
1.04712854805093e+003	(-7.67879488679077e+001dB,8.99943746513415e+001°)
1.05925372517732e+003	(-7.66879488649971e+001dB,8.99944006605000e+001°)
1.07151930523764e+003	(-7.65879488619969e+001dB,8.99944259274721e+001°)
1.08392691402123e+003	(-7.64879488589056e+001dB,8.99944504556068e+001°)
1.09647819614322e+003	(-7.63879488557215e+001dB,8.99944742481555e+001°)
1.10917481526243e+003	(-7.62879488524430e+001dB,8.99944973082717e+001°)
1.12201845430200e+003	(-7.61879488490683e+001dB,8.99945196390120e+001°)
1.13501081567235e+003	(-7.60879488455957e+001dB,8.99945412433364e+001°)
1.14815362149692e+003	(-7.59879488420232e+001dB,8.99945621241084e+001°)
1.16144861384038e+003	(-7.58879488383490e+001dB,8.99945822840959e+001°)
1.17489755493956e+003	(-7.57879488345712e+001dB,8.99946017259710e+001°)
1.18850222743705e+003	(-7.56879488306877e+001dB,8.99946204523106e+001°)
1.20226443461745e+003	(-7.55879488266964e+001dB,8.99946384655970e+001°)
1.21618600064640e+003	(-7.54879488225954e+001dB,8.99946557682178e+001°)
1.23026877081242e+003	(-7.53879488183823e+001dB,8.99946723624664e+001°)
1.24451461177142e+003	(-7.52879488140550e+001dB,8.99946882505424e+001°)
1.25892541179420e+003	(-7.51879488096111e+001dB,8.99947034345517e+001°)
1.27350308101670e+003	(-7.50879488050484e+001dB,8.99947179165069e+001°)
1.28824955169317e+003	(-7.49879488003643e+001dB,8.99947316983276e+001°)
1.30316677845234e+003	(-7.48879487955564e+001dB,8.99947447818406e+001°)
1.31825673855645e+003	(-7.47879487906222e+001dB,8.99947571687801e+001°)
1.33352143216336e+003	(-7.46879487855590e+001dB,8.99947688607879e+001°)
1.34896288259169e+003	(-7.45879487803642e+001dB,8.99947798594138e+001°)
1.36458313658896e+003	(-7.44879487750350e+001dB,8.99947901661157e+001°)
1.38038426460293e+003	(-7.43879487695685e+001dB,8.99947997822597e+001°)
1.39636836105598e+003	(-7.42879487639619e+001dB,8.99948087091204e+001°)
1.41253754462280e+003	(-7.41879487582122e+001dB,8.99948169478810e+001°)
1.42889395851115e+003	(-7.40879487523164e+001dB,8.99948244996336e+001°)
1.44543977074597e+003	(-7.39879487462713e+001dB,8.99948313653792e+001°)
1.46217717445676e+003	(-7.38879487400737e+001dB,8.99948375460278e+001°)
1.47910838816825e+003	(-7.37879487337204e+001dB,8.99948430423986e+001°)
1.49623565609448e+003	(-7.36879487272079e+001dB,8.99948478552202e+001°)
1.51356124843625e+003	(-7.35879487205328e+001dB,8.99948519851305e+001°)
1.53108746168208e+003	(-7.34879487136916e+001dB,8.99948554326769e+001°)
1.54881661891253e+003	(-7.33879487066807e+001dB,8.99948581983164e+001°)
1.56675107010820e+003	(-7.32879486994962e+001dB,8.99948602824156e+001°)
1.58489319246116e+003	(-7.31879486921345e+001dB,8.99948616852506e+001°)
1.60324539069009e+003	(-7.30879486845917e+001dB,8.99948624070075e+001°)
1.62181009735898e+003	(-7.29879486768636e+001dB,8.99948624477820e+001°)
1.64058977319959e+003	(-7.28879486689463e+001dB,8.99948618075793e+001°)
1.65958690743761e+003	(-7.27879486608354e+001dB,8.99948604863147e+001°)
1.67880401812261e+003	(-7.26879486525268e+001dB,8.99948584838129e+001°)
1.69824365246180e+003	(-7.25879486440161e+001dB,8.99948557998087e+001°)
1.71790838715764e+003	(-7.24879486352986e+001dB,8.99948524339462e+001°)
1.73780082874943e+003	(-7.23879486263698e+001dB,8.99948483857792e+001°)
1.75792361395875e+003	(-7.22879486172249e+001dB,8.99948436547713e+001°)
1.77827941003898e+003	(-7.21879486078592e+001dB,8.99948382402952e+001°)
1.79887091512884e+003	(-7.20879485982675e+001dB,8.99948321416333e+001°)
1.81970085861004e+003	(-7.19879485884450e+001dB,8.99948253579772e+001°)
1.84077200146901e+003	(-7.18879485783862e+001dB,8.99948178884277e+001°)
1.86208713666293e+003	(-7.17879485680860e+001dB,8.99948097319949e+001°)
1.88364908948986e+003	(-7.16879485575388e+001dB,8.99948008875974e+001°)
1.90546071796331e+003	(-7.15879485467391e+001dB,8.99947913540631e+001°)
1.92752491319100e+003	(-7.14879485356811e+001dB,8.99947811301283e+001°)
1.94984459975811e+003	(-7.13879485243589e+001dB,8.99947702144377e+001°)
1.97242273611492e+003	(-7.12879485127666e+001dB,8.99947586055444e+001°)
1.99526231496894e+003	(-7.11879485008981e+001dB,8.99947463019099e+001°)
2.01836636368163e+003	(-7.10879484887469e+001dB,8.99947333019031e+001°)
2.04173794466959e+003	(-7.09879484763068e+001dB,8.99947196038010e+001°)
2.06538015581060e+003	(-7.08879484635710e+001dB,8.99947052057879e+001°)
2.08929613085411e+003	(-7.07879484505328e+001dB,8.99946901059553e+001°)
2.11348903983671e+003	(-7.06879484371854e+001dB,8.99946743023017e+001°)
2.13796208950230e+003	(-7.05879484235216e+001dB,8.99946577927325e+001°)
2.16271852372709e+003	(-7.04879484095342e+001dB,8.99946405750592e+001°)
2.18776162394962e+003	(-7.03879483952157e+001dB,8.99946226469997e+001°)
2.21309470960571e+003	(-7.02879483805587e+001dB,8.99946040061776e+001°)
2.23872113856841e+003	(-7.01879483655553e+001dB,8.99945846501221e+001°)
2.26464430759313e+003	(-7.00879483501975e+001dB,8.99945645762676e+001°)
2.29086765276785e+003	(-6.99879483344773e+001dB,8.99945437819532e+001°)
2.31739464996855e+003	(-6.98879483183862e+001dB,8.99945222644227e+001°)
2.34422881532000e+003	(-6.97879483019158e+001dB,8.99945000208239e+001°)
2.37137370566173e+003	(-6.96879482850573e+001dB,8.99944770482086e+001°)
2.39883291901957e+003	(-6.95879482678018e+001dB,8.99944533435316e+001°)
2.42661009508249e+003	(-6.94879482501401e+001dB,8.99944289036510e+001°)
2.45470891568511e+003	(-6.93879482320629e+001dB,8.99944037253272e+001°)
2.48313310529565e+003	(-6.92879482135605e+001dB,8.99943778052229e+001°)
2.51188643150966e+003	(-6.91879481946232e+001dB,8.99943511399023e+001°)
2.54097270554939e+003	(-6.90879481752410e+001dB,8.99943237258311e+001°)
2.57039578276895e+003	(-6.89879481554035e+001dB,8.99942955593754e+001°)
2.60015956316536e+003	(-6.88879481351003e+001dB,8.99942666368019e+001°)
2.63026799189547e+003	(-6.87879481143205e+001dB,8.99942369542768e+001°)
2.66072505979890e+003	(-6.86879480930532e+001dB,8.99942065078658e+001°)
2.69153480392701e+003	(-6.85879480712870e+001dB,8.99941752935332e+001°)
2.72270130807800e+003	(-6.84879480490105e+001dB,8.99941433071415e+001°)
2.75422870333826e+003	(-6.83879480262118e+001dB,8.99941105444511e+001°)
2.78612116862986e+003	(-6.82879480028788e+001dB,8.99940770011191e+001°)
2.81838293126455e+003	(-6.81879479789992e+001dB,8.99940426726995e+001°)
2.85101826750401e+003	(-6.80879479545603e+001dB,8.99940075546420e+001°)
2.88403150312670e+003	(-6.79879479295492e+001dB,8.99939716422918e+001°)
2.91742701400127e+003	(-6.78879479039525e+001dB,8.99939349308887e+001°)
2.95120922666649e+003	(-6.77879478777568e+001dB,8.99938974155666e+001°)
2.98538261891806e+003	(-6.76879478509480e+001dB,8.99938590913529e+001°)
3.01995172040212e+003	(-6.75879478235121e+001dB,8.99938199531677e+001°)
3.05492111321562e+003	(-6.74879477954344e+001dB,8.99937799958232e+001°)
3.09029543251370e+003	(-6.73879477667002e+001dB,8.99937392140232e+001°)
3.12607936712406e+003	(-6.72879477372940e+001dB,8.99936976023621e+001°)
3.16227766016849e+003	(-6.71879477072004e+001dB,8.99936551553242e+001°)
3.19889510969151e+003	(-6.70879476764034e+001dB,8.99936118672831e+001°)
3.23593656929639e+003	(-6.69879476448867e+001dB,8.99935677325011e+001°)
3.27340694878850e+003	(-6.68879476126335e+001dB,8.99935227451282e+001°)
3.31131121482603e+003	(-6.67879475796267e+001dB,8.99934768992013e+001°)
3.34965439157839e+003	(-6.66879475458489e+001dB,8.99934301886434e+001°)
3.38844156139214e+003	(-6.65879475112822e+001dB,8.99933826072632e+001°)
3.42767786546462e+003	(-6.64879474759081e+001dB,8.99933341487538e+001°)
3.46736850452544e+003	(-6.63879474397081e+001dB,8.99932848066919e+001°)
3.50751873952580e+003	(-6.62879474026628e+001dB,8.99932345745374e+001°)
3.54813389233588e+003	(-6.61879473647526e+001dB,8.99931834456319e+001°)
3.58921934645018e+003	(-6.60879473259574e+001dB,8.99931314131984e+001°)
3.63078054770114e+003	(-6.59879472862567e+001dB,8.99930784703399e+001°)
3.67282300498098e+003	(-6.58879472456293e+001dB,8.99930246100389e+001°)
3.71535229097186e+003	(-6.57879472040539e+001dB,8.99929698251563e+001°)
3.75837404288457e+003	(-6.56879471615082e+001dB,8.99929141084302e+001°)
3.80189396320575e+003	(-6.55879471179699e+001dB,8.99928574524756e+001°)
3.84591782045367e+003	(-6.54879470734157e+001dB,8.99927998497825e+001°)
3.89045144994294e+003	(-6.53879470278220e+001dB,8.99927412927159e+001°)
3.93550075455792e+003	(-6.52879469811647e+001dB,8.99926817735140e+001°)
3.98107170553511e+003	(-6.51879469334191e+001dB,8.99926212842875e+001°)
4.02717034325474e+003	(-6.50879468845597e+001dB,8.99925598170185e+001°)
4.07380277804127e+003	(-6.49879468345608e+001dB,8.99924973635597e+001°)
4.12097519097345e+003	(-6.48879467833958e+001dB,8.99924339156328e+001°)
4.16869383470350e+003	(-6.47879467310376e+001dB,8.99923694648278e+001°)
4.21696503428598e+003	(-6.46879466774584e+001dB,8.99923040026017e+001°)
4.26579518801608e+003	(-6.45879466226298e+001dB,8.99922375202776e+001°)
4.31519076827781e+003	(-6.44879465665228e+001dB,8.99921700090432e+001°)
4.36515832240182e+003	(-6.43879465091075e+001dB,8.99921014599499e+001°)
4.41570447353329e+003	(-6.42879464503536e+001dB,8.99920318639115e+001°)
4.46683592150979e+003	(-6.41879463902298e+001dB,8.99919612117030e+001°)
4.51855944374939e+003	(-6.40879463287044e+001dB,8.99918894939595e+001°)
4.57088189614892e+003	(-6.39879462657447e+001dB,8.99918167011749e+001°)
4.62381021399277e+003	(-6.38879462013173e+001dB,8.99917428237004e+001°)
4.67735141287215e+003	(-6.37879461353880e+001dB,8.99916678517435e+001°)
4.73151258961498e+003	(-6.36879460679220e+001dB,8.99915917753668e+001°)
4.78630092322656e+003	(-6.35879459988833e+001dB,8.99915145844862e+001°)
4.84172367584117e+003	(-6.34879459282355e+001dB,8.99914362688702e+001°)
4.89778819368464e+003	(-6.33879458559411e+001dB,8.99913568181379e+001°)
4.95450190804808e+003	(-6.32879457819616e+001dB,8.99912762217582e+001°)
5.01187233627291e+003	(-6.31879457062580e+001dB,8.99911944690480e+001°)
5.06990708274723e+003	(-6.30879456287900e+001dB,8.99911115491709e+001°)
5.12861383991384e+003	(-6.29879455495167e+001dB,8.99910274511359e+001°)
5.18800038928980e+003	(-6.28879454683959e+001dB,8.99909421637958e+001°)
5.24807460249792e+003	(-6.27879453853846e+001dB,8.99908556758457e+001°)
5.30884444231008e+003	(-6.26879453004389e+001dB,8.99907679758215e+001°)
5.37031796370273e+003	(-6.25879452135136e+001dB,8.99906790520987e+001°)
5.43250331492453e+003	(-6.24879451245628e+001dB,8.99905888928903e+001°)
5.49540873857645e+003	(-6.23879450335392e+001dB,8.99904974862457e+001°)
5.55904257270424e+003	(-6.22879449403946e+001dB,8.99904048200489e+001°)
5.62341325190370e+003	(-6.21879448450796e+001dB,8.99903108820168e+001°)
5.68852930843863e+003	(-6.20879447475436e+001dB,8.99902156596981e+001°)
5.75439937337179e+003	(-6.19879446477350e+001dB,8.99901191404710e+001°)
5.82103217770893e+003	(-6.18879445456008e+001dB,8.99900213115416e+001°)
5.88843655355611e+003	(-6.17879444410869e+001dB,8.99899221599427e+001°)
5.95662143529033e+003	(-6.16879443341378e+001dB,8.99898216725318e+001°)
6.02559586074381e+003	(-6.15879442246969e+001dB,8.99897198359891e+001°)
6.09536897240192e+003	(-6.14879441127060e+001dB,8.99896166368162e+001°)
6.16595001861506e+003	(-6.13879439981060e+001dB,8.99895120613338e+001°)
6.23734835482443e+003	(-6.12879438808359e+001dB,8.99894060956804e+001°)
6.30957344480217e+003	(-6.11879437608336e+001dB,8.99892987258101e+001°)
6.38263486190573e+003	(-6.10879436380355e+001dB,8.99891899374911e+001°)
6.45654229034680e+003	(-6.09879435123764e+001dB,8.99890797163032e+001°)
6.53130552647498e+003	(-6.08879433837898e+001dB,8.99889680476366e+001°)
6.60693448007622e+003	(-6.07879432522074e+001dB,8.99888549166893e+001°)
6.68343917568641e+003	(-6.06879431175596e+001dB,8.99887403084659e+001°)
6.76082975392008e+003	(-6.05879429797748e+001dB,8.99886242077748e+001°)
6.83911647281456e+003	(-6.04879428387801e+001dB,8.99885065992268e+001°)
6.91830970918964e+003	(-6.03879426945007e+001dB,8.99883874672326e+001°)
6.99841996002301e+003	(-6.02879425468600e+001dB,8.99882667960012e+001°)
7.07945784384166e+003	(-6.01879423957799e+001dB,8.99881445695374e+001°)
7.16143410212930e+003	(-6.00879422411802e+001dB,8.99880207716400e+001°)
7.24435960075019e+003	(-5.99879420829789e+001dB,8.99878953858992e+001°)
7.32824533138933e+003	(-5.98879419210921e+001dB,8.99877683956951e+001°)
7.41310241300947e+003	(-5.97879417554341e+001dB,8.99876397841949e+001°)
7.49894209332485e+003	(-5.96879415859170e+001dB,8.99875095343509e+001°)
7.58577575029214e+003	(-5.95879414124508e+001dB,8.99873776288983e+001°)
7.67361489361849e+003	(-5.94879412349437e+001dB,8.99872440503527e+001°)
7.76247116628723e+003	(-5.93879410533015e+001dB,8.99871087810080e+001°)
7.85235634610103e+003	(-5.92879408674279e+001dB,8.99869718029341e+001°)
7.94328234724313e+003	(-5.91879406772243e+001dB,8.99868330979743e+001°)
8.03526122185649e+003	(-5.90879404825899e+001dB,8.99866926477428e+001°)
8.12830516164132e+003	(-5.89879402834216e+001dB,8.99865504336227e+001°)
8.22242649947104e+003	(-5.88879400796136e+001dB,8.99864064367632e+001°)
8.31763771102704e+003	(-5.87879398710580e+001dB,8.99862606380773e+001°)
8.41395141645229e+003	(-5.86879396576441e+001dB,8.99861130182388e+001°)
8.51138038202411e+003	(-5.85879394392589e+001dB,8.99859635576805e+001°)
8.60993752184635e+003	(-5.84879392157864e+001dB,8.99858122365910e+001°)
8.70963589956116e+003	(-5.83879389871083e+001dB,8.99856590349122e+001°)
8.81048873008050e+003	(-5.82879387531032e+001dB,8.99855039323368e+001°)
8.91250938133782e+003	(-5.81879385136472e+001dB,8.99853469083057e+001°)
9.01571137605994e+003	(-5.80879382686132e+001dB,8.99851879420047e+001°)
9.12010839355947e+003	(-5.79879380178713e+001dB,8.99850270123625e+001°)
9.22571427154801e+003	(-5.78879377612885e+001dB,8.99848640980473e+001°)
9.33254300797029e+003	(-5.77879374987290e+001dB,8.99846991774643e+001°)
9.44060876285962e+003	(-5.76879372300533e+001dB,8.99845322287528e+001°)
9.54992586021475e+003	(-5.75879369551190e+001dB,8.99843632297830e+001°)
9.66050878989853e+003	(-5.74879366737805e+001dB,8.99841921581538e+001°)
9.77237220955851e+003	(-5.73879363858885e+001dB,8.99840189911888e+001°)
9.88553094656980e+003	(-5.72879360912903e+001dB,8.99838437059341e+001°)
1.00000000000004e+004	(-5.71879357898298e+001dB,8.99836662791551e+001°)
1.01157945425994e+004	(-5.70879354813471e+001dB,8.99834866873332e+001°)
1.02329299228080e+004	(-5.69879351656787e+001dB,8.99833049066626e+001°)
1.03514216667939e+004	(-5.68879348426572e+001dB,8.99831209130478e+001°)
1.04712854805094e+004	(-5.67879345121114e+001dB,8.99829346820994e+001°)
1.05925372517733e+004	(-5.66879341738658e+001dB,8.99827461891318e+001°)
1.07151930523765e+004	(-5.65879338277413e+001dB,8.99825554091594e+001°)
1.08392691402125e+004	(-5.64879334735544e+001dB,8.99823623168935e+001°)
1.09647819614323e+004	(-5.63879331111171e+001dB,8.99821668867387e+001°)
1.10917481526245e+004	(-5.62879327402373e+001dB,8.99819690927899e+001°)
1.12201845430201e+004	(-5.61879323607184e+001dB,8.99817689088284e+001°)
1.13501081567236e+004	(-5.60879319723592e+001dB,8.99815663083188e+001°)
1.14815362149693e+004	(-5.59879315749537e+001dB,8.99813612644055e+001°)
1.16144861384039e+004	(-5.58879311682913e+001dB,8.99811537499086e+001°)
1.17489755493958e+004	(-5.57879307521563e+001dB,8.99809437373210e+001°)
1.18850222743707e+004	(-5.56879303263280e+001dB,8.99807311988044e+001°)
1.20226443461746e+004	(-5.55879298905808e+001dB,8.99805161061854e+001°)
1.21618600064642e+004	(-5.54879294446835e+001dB,8.99802984309523e+001°)
1.23026877081243e+004	(-5.53879289883997e+001dB,8.99800781442509e+001°)
1.24451461177144e+004	(-5.52879285214875e+001dB,8.99798552168808e+001°)
1.25892541179422e+004	(-5.51879280436994e+001dB,8.99796296192914e+001°)
1.27350308101672e+004	(-5.50879275547820e+001dB,8.99794013215783e+001°)
1.28824955169319e+004	(-5.49879270544760e+001dB,8.99791702934791e+001°)
1.30316677845236e+004	(-5.48879265425163e+001dB,8.99789365043694e+001°)
1.31825673855646e+004	(-5.47879260186313e+001dB,8.99786999232586e+001°)
1.33352143216338e+004	(-5.46879254825432e+001dB,8.99784605187864e+001°)
1.34896288259171e+004	(-5.45879249339680e+001dB,8.99782182592176e+001°)
1.36458313658898e+004	(-5.44879243726145e+001dB,8.99779731124390e+001°)
1.38038426460294e+004	(-5.43879237981854e+001dB,8.99777250459543e+001°)
1.39636836105600e+004	(-5.42879232103758e+001dB,8.99774740268804e+001°)
1.41253754462282e+004	(-5.41879226088743e+001dB,8.99772200219424e+001°)
1.42889395851117e+004	(-5.40879219933618e+001dB,8.99769629974698e+001°)
1.44543977074599e+004	(-5.39879213635121e+001dB,8.99767029193918e+001°)
1.46217717445678e+004	(-5.38879207189911e+001dB,8.99764397532326e+001°)
1.47910838816827e+004	(-5.37879200594571e+001dB,8.99761734641070e+001°)
1.49623565609450e+004	(-5.36879193845605e+001dB,8.99759040167159e+001°)
1.51356124843627e+004	(-5.35879186939433e+001dB,8.99756313753414e+001°)
1.53108746168210e+004	(-5.34879179872394e+001dB,8.99753555038421e+001°)
1.54881661891255e+004	(-5.33879172640741e+001dB,8.99750763656483e+001°)
1.56675107010822e+004	(-5.32879165240640e+001dB,8.99747939237573e+001°)
1.58489319246118e+004	(-5.31879157668166e+001dB,8.99745081407284e+001°)
1.60324539069011e+004	(-5.30879149919305e+001dB,8.99742189786778e+001°)
1.62181009735900e+004	(-5.29879141989949e+001dB,8.99739263992738e+001°)
1.64058977319961e+004	(-5.28879133875892e+001dB,8.99736303637316e+001°)
1.65958690743763e+004	(-5.27879125572834e+001dB,8.99733308328079e+001°)
1.67880401812264e+004	(-5.26879117076370e+001dB,8.99730277667964e+001°)
1.69824365246182e+004	(-5.25879108381997e+001dB,8.99727211255218e+001°)
1.71790838715767e+004	(-5.24879099485104e+001dB,8.99724108683348e+001°)
1.73780082874945e+004	(-5.23879090380974e+001dB,8.99720969541066e+001°)
1.75792361395877e+004	(-5.22879081064779e+001dB,8.99717793412237e+001°)
1.77827941003900e+004	(-5.21879071531582e+001dB,8.99714579875821e+001°)
1.79887091512887e+004	(-5.20879061776325e+001dB,8.99711328505816e+001°)
1.81970085861007e+004	(-5.19879051793838e+001dB,8.99708038871206e+001°)
1.84077200146904e+004	(-5.18879041578826e+001dB,8.99704710535901e+001°)
1.86208713666295e+004	(-5.17879031125875e+001dB,8.99701343058678e+001°)
1.88364908948989e+004	(-5.16879020429441e+001dB,8.99697935993125e+001°)
1.90546071796333e+004	(-5.15879009483853e+001dB,8.99694488887580e+001°)
1.92752491319102e+004	(-5.14878998283308e+001dB,8.99691001285072e+001°)
1.94984459975813e+004	(-5.13878986821867e+001dB,8.99687472723260e+001°)
1.97242273611494e+004	(-5.12878975093452e+001dB,8.99683902734371e+001°)
1.99526231496897e+004	(-5.11878963091845e+001dB,8.99680290845141e+001°)
2.01836636368165e+004	(-5.10878950810682e+001dB,8.99676636576746e+001°)
2.04173794466962e+004	(-5.09878938243452e+001dB,8.99672939444746e+001°)
2.06538015581062e+004	(-5.08878925383491e+001dB,8.99669198959013e+001°)
2.08929613085414e+004	(-5.07878912223981e+001dB,8.99665414623674e+001°)
2.11348903983674e+004	(-5.06878898757944e+001dB,8.99661585937038e+001°)
2.13796208950233e+004	(-5.05878884978240e+001dB,8.99657712391534e+001°)
2.16271852372712e+004	(-5.04878870877563e+001dB,8.99653793473642e+001°)
2.18776162394965e+004	(-5.03878856448436e+001dB,8.99649828663823e+001°)
2.21309470960574e+004	(-5.02878841683209e+001dB,8.99645817436455e+001°)
2.23872113856844e+004	(-5.01878826574053e+001dB,8.99641759259758e+001°)
2.26464430759316e+004	(-5.00878811112956e+001dB,8.99637653595726e+001°)
2.29086765276788e+004	(-4.99878795291720e+001dB,8.99633499900056e+001°)
2.31739464996859e+004	(-4.98878779101958e+001dB,8.99629297622073e+001°)
2.34422881532003e+004	(-4.97878762535084e+001dB,8.99625046204661e+001°)
2.37137370566177e+004	(-4.96878745582314e+001dB,8.99620745084186e+001°)
2.39883291901960e+004	(-4.95878728234660e+001dB,8.99616393690421e+001°)
2.42661009508253e+004	(-4.94878710482923e+001dB,8.99611991446471e+001°)
2.45470891568515e+004	(-4.93878692317691e+001dB,8.99607537768699e+001°)
2.48313310529569e+004	(-4.92878673729333e+001dB,8.99603032066643e+001°)
2.51188643150970e+004	(-4.91878654707992e+001dB,8.99598473742944e+001°)
2.54097270554942e+004	(-4.90878635243582e+001dB,8.99593862193259e+001°)
2.57039578276899e+004	(-4.89878615325783e+001dB,8.99589196806189e+001°)
2.60015956316539e+004	(-4.88878594944034e+001dB,8.99584476963193e+001°)
2.63026799189551e+004	(-4.87878574087529e+001dB,8.99579702038505e+001°)
2.66072505979894e+004	(-4.86878552745207e+001dB,8.99574871399053e+001°)
2.69153480392704e+004	(-4.85878530905754e+001dB,8.99569984404376e+001°)
2.72270130807804e+004	(-4.84878508557589e+001dB,8.99565040406536e+001°)
2.75422870333830e+004	(-4.83878485688862e+001dB,8.99560038750033e+001°)
2.78612116862990e+004	(-4.82878462287447e+001dB,8.99554978771719e+001°)
2.81838293126459e+004	(-4.81878438340938e+001dB,8.99549859800710e+001°)
2.85101826750405e+004	(-4.80878413836635e+001dB,8.99544681158293e+001°)
2.88403150312674e+004	(-4.79878388761547e+001dB,8.99539442157841e+001°)
2.91742701400131e+004	(-4.78878363102378e+001dB,8.99534142104718e+001°)
2.95120922666653e+004	(-4.77878336845522e+001dB,8.99528780296191e+001°)
2.98538261891810e+004	(-4.76878309977058e+001dB,8.99523356021329e+001°)
3.01995172040216e+004	(-4.75878282482738e+001dB,8.99517868560917e+001°)
3.05492111321566e+004	(-4.74878254347984e+001dB,8.99512317187355e+001°)
3.09029543251374e+004	(-4.73878225557878e+001dB,8.99506701164564e+001°)
3.12607936712411e+004	(-4.72878196097155e+001dB,8.99501019747884e+001°)
3.16227766016853e+004	(-4.71878165950194e+001dB,8.99495272183983e+001°)
3.19889510969155e+004	(-4.70878135101009e+001dB,8.99489457710747e+001°)
3.23593656929644e+004	(-4.69878103533243e+001dB,8.99483575557186e+001°)
3.27340694878854e+004	(-4.68878071230158e+001dB,8.99477624943329e+001°)
3.31131121482607e+004	(-4.67878038174626e+001dB,8.99471605080118e+001°)
3.34965439157844e+004	(-4.66878004349118e+001dB,8.99465515169307e+001°)
3.38844156139219e+004	(-4.65877969735701e+001dB,8.99459354403354e+001°)
3.42767786546467e+004	(-4.64877934316019e+001dB,8.99453121965314e+001°)
3.46736850452549e+004	(-4.63877898071293e+001dB,8.99446817028728e+001°)
3.50751873952585e+004	(-4.62877860982303e+001dB,8.99440438757516e+001°)
3.54813389233593e+004	(-4.61877823029384e+001dB,8.99433986305866e+001°)
3.58921934645023e+004	(-4.60877784192412e+001dB,8.99427458818118e+001°)
3.63078054770119e+004	(-4.59877744450793e+001dB,8.99420855428653e+001°)
3.67282300498103e+004	(-4.58877703783455e+001dB,8.99414175261777e+001°)
3.71535229097191e+004	(-4.57877662168834e+001dB,8.99407417431604e+001°)
3.75837404288463e+004	(-4.56877619584864e+001dB,8.99400581041941e+001°)
